Emotions,Path
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-02-01-01-02-04.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-02-01-02-01-04.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-02-01-02-02-04.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-02-02-01-01-04.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-02-02-01-02-04.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-02-02-02-01-04.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-02-02-02-02-04.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-03-01-01-01-04.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-03-01-01-02-04.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-03-01-02-01-04.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-03-01-02-02-04.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-03-02-01-01-04.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-03-02-01-02-04.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-03-02-02-01-04.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-03-02-02-02-04.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-06-01-01-01-04.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-06-01-01-02-04.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-06-01-02-01-04.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-06-01-02-02-04.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-06-02-01-01-04.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-06-02-01-02-04.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-06-02-02-01-04.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_04/03-01-06-02-02-02-04.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-01-01-01-01-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-01-01-01-02-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-01-01-02-01-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-01-01-02-02-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-02-01-01-01-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-02-01-01-02-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-02-01-02-01-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-02-01-02-02-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-02-02-01-01-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-02-02-01-02-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-02-02-02-01-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-02-02-02-02-05.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-03-01-01-01-05.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-03-01-01-02-05.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-03-01-02-01-05.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-03-01-02-02-05.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-03-02-01-01-05.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-03-02-01-02-05.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-03-02-02-01-05.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-03-02-02-02-05.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-06-01-01-01-05.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-06-01-01-02-05.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-06-01-02-01-05.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-06-01-02-02-05.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-06-02-01-01-05.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-06-02-01-02-05.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-06-02-02-01-05.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_05/03-01-06-02-02-02-05.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-01-01-01-01-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-01-01-01-02-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-01-01-02-01-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-01-01-02-02-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-02-01-01-01-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-02-01-01-02-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-02-01-02-01-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-02-01-02-02-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-02-02-01-01-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-02-02-01-02-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-02-02-02-01-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-02-02-02-02-06.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-03-01-01-01-06.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-03-01-01-02-06.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-03-01-02-01-06.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-03-01-02-02-06.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-03-02-01-01-06.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-03-02-01-02-06.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-03-02-02-01-06.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-03-02-02-02-06.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-06-01-01-01-06.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-06-01-01-02-06.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-06-01-02-01-06.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-06-01-02-02-06.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-06-02-01-01-06.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-06-02-01-02-06.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-06-02-02-01-06.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_06/03-01-06-02-02-02-06.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-01-01-01-01-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-01-01-01-02-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-01-01-02-01-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-01-01-02-02-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-02-01-01-01-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-02-01-01-02-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-02-01-02-01-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-02-01-02-02-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-02-02-01-01-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-02-02-01-02-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-02-02-02-01-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-02-02-02-02-07.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-03-01-01-01-07.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-03-01-01-02-07.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-03-01-02-01-07.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-03-01-02-02-07.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-03-02-01-01-07.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-03-02-01-02-07.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-03-02-02-01-07.wav
happy,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-03-02-02-02-07.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-06-01-01-01-07.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-06-01-01-02-07.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-06-01-02-01-07.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-06-01-02-02-07.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-06-02-01-01-07.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-06-02-01-02-07.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-06-02-02-01-07.wav
fear,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_07/03-01-06-02-02-02-07.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_08/03-01-01-01-01-01-08.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_08/03-01-01-01-01-02-08.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_08/03-01-01-01-02-01-08.wav
calm_neutral,C:/Users/Asale/Desktop/Real-Time-Speech-Emotion-Recognition-master/serdataset/Actor_08/03-01-01-01-02-02-08.wav
